student_id,state,category,gender,quota,12th_percentage,entrance_score,effective_score,extracurriculars,preferences_count,assigned_college,admission_chance
S1311,Maharashtra,GEN,Other,None,53.36,145,145,0,10,Local Government College,0.545
S1312,Haryana,GEN,Female,None,85.28,231,231,1,8,NIT Example,0.666
S1313,Karnataka,GEN,Male,None,80.41,202,202,2,7,State Tech University,0.605
S1314,Uttar Pradesh,OBC,Female,None,55.52,135,135,1,5,Local Government College,0.5
S1315,Rajasthan,ST,Male,None,71.16,124,124,1,4,Local Government College,0.45
S1316,Gujarat,GEN,Female,None,76.22,206,206,0,9,State Tech University,0.623
S1317,Gujarat,OBC,Female,None,87.27,222,222,1,5,NIT Example,0.625
S1318,Maharashtra,GEN,Female,None,81.95,248,248,1,10,NIT Example,0.744
S1319,Delhi,OBC,Male,Defence,79.06,180,190,1,10,State Tech University,0.55
S1320,Gujarat,EWS,Other,TFW,53.77,148,148,3,5,Regional Engineering College,0.429
S1321,Uttar Pradesh,SC,Female,None,74.79,170,170,2,3,State Tech University,0.459
S1322,Karnataka,OBC,Female,None,47.77,118,118,1,7,Local Government College,0.423
S1323,Tamil Nadu,GEN,Female,None,55.12,130,130,1,3,Local Government College,0.477
S1324,Uttar Pradesh,GEN,Female,None,86.6,208,208,0,5,State Tech University,0.632
S1325,Karnataka,GEN,Female,None,75.35,208,208,1,7,State Tech University,0.632
S1326,Tamil Nadu,GEN,Male,None,76.29,190,190,2,6,State Tech University,0.55
S1327,Haryana,GEN,Male,None,56.3,217,217,1,9,State Tech University,0.673
S1328,Karnataka,SC,Female,None,68.1,161,161,2,9,State Tech University,0.418
S1329,Rajasthan,GEN,Female,Defence,80.42,200,210,3,6,State Tech University,0.641
S1330,Tamil Nadu,ST,Female,None,80.49,261,261,3,4,IIT Example,0.773
S1331,Delhi,OBC,Male,None,54.03,142,142,4,7,Regional Engineering College,0.402
S1332,Tamil Nadu,EWS,Female,None,74.94,179,179,1,6,State Tech University,0.5
S1333,Rajasthan,GEN,Male,None,79.55,224,224,3,3,NIT Example,0.635
S1334,Karnataka,OBC,Male,None,73.51,132,132,1,7,Local Government College,0.486
S1335,Gujarat,GEN,Male,None,78.51,220,220,1,4,NIT Example,0.616
S1336,Haryana,GEN,Male,None,63.65,171,171,0,4,Regional Engineering College,0.534
S1337,Rajasthan,ST,Male,None,45.78,136,136,1,10,Regional Engineering College,0.375
S1338,Haryana,OBC,Male,Defence,60.0,149,159,3,5,Regional Engineering College,0.479
S1339,Uttar Pradesh,GEN,Female,None,67.84,134,134,1,4,Local Government College,0.495
S1340,Rajasthan,OBC,Male,None,76.93,234,234,1,5,NIT Example,0.68
S1341,Haryana,OBC,Male,None,61.76,181,181,0,10,State Tech University,0.509
S1342,Delhi,OBC,Female,None,83.07,260,260,2,9,IIT Example,0.768
S1343,Delhi,GEN,Male,None,79.3,176,176,2,3,Regional Engineering College,0.556
S1344,Uttar Pradesh,SC,Male,None,74.29,225,225,2,6,NIT Example,0.639
S1345,Rajasthan,SC,Female,None,77.92,190,190,2,4,State Tech University,0.55
S1346,Delhi,SC,Male,None,64.19,105,105,1,4,Local Government College,0.364
S1347,Tamil Nadu,ST,Female,None,87.99,197,197,2,10,NIT Example,0.512
S1348,Haryana,GEN,Male,None,68.2,162,162,0,7,Regional Engineering College,0.493
S1349,Rajasthan,GEN,Male,None,73.1,195,195,1,9,State Tech University,0.573
S1350,Rajasthan,SC,Female,None,79.02,183,183,0,7,State Tech University,0.518
S1351,Maharashtra,OBC,Female,None,79.32,183,183,2,10,State Tech University,0.518
S1352,Uttar Pradesh,OBC,Female,None,84.41,187,187,0,8,State Tech University,0.536
S1353,Karnataka,GEN,Female,NRI,46.16,154,114,4,4,Community College,0.555
S1354,Haryana,OBC,Female,None,58.31,139,139,1,9,Local Government College,0.518
S1355,Maharashtra,GEN,Female,None,83.56,211,211,2,10,State Tech University,0.645
S1356,Uttar Pradesh,OBC,Female,None,80.41,234,234,3,10,NIT Example,0.68
S1357,Tamil Nadu,ST,Female,None,75.45,223,223,2,9,NIT Example,0.63
S1358,Gujarat,SC,Female,None,51.12,116,116,1,6,Local Government College,0.414
S1359,Delhi,OBC,Male,None,44.23,112,112,4,5,Local Government College,0.395
S1360,Uttar Pradesh,GEN,Female,None,72.18,165,165,3,10,Regional Engineering College,0.506
S1361,Delhi,GEN,Female,Defence,82.75,187,197,2,8,State Tech University,0.582
S1362,Delhi,GEN,Male,None,76.96,173,173,2,3,Regional Engineering College,0.543
S1363,Karnataka,GEN,Male,None,83.07,220,220,2,6,NIT Example,0.616
S1364,Haryana,GEN,Male,None,78.04,180,180,2,3,State Tech University,0.505
S1365,Delhi,ST,Female,NRI,76.24,140,100,3,4,Local Government College,0.341
S1366,Maharashtra,ST,Male,None,89.93,289,289,2,4,IIT Example,0.9
S1367,Karnataka,SC,Female,NRI,71.5,175,135,4,4,Regional Engineering College,0.37
S1368,Maharashtra,OBC,Male,None,55.0,105,105,1,6,Community College,0.514
S1369,Gujarat,GEN,Male,None,76.64,199,199,1,10,State Tech University,0.591
S1370,Karnataka,GEN,Male,None,66.4,192,192,5,4,State Tech University,0.559
S1371,Uttar Pradesh,GEN,Male,None,65.25,222,222,1,6,NIT Example,0.625
S1372,Haryana,GEN,Female,None,91.42,240,240,2,8,NIT Example,0.707
S1373,Rajasthan,GEN,Female,None,75.03,240,240,2,9,NIT Example,0.707
S1374,Uttar Pradesh,GEN,Male,TFW,83.23,162,162,1,10,Regional Engineering College,0.493
S1375,Gujarat,EWS,Male,None,94.84,262,262,4,4,IIT Example,0.777
S1376,Karnataka,GEN,Male,None,76.13,172,172,3,9,Regional Engineering College,0.538
S1377,Maharashtra,GEN,Male,TFW,80.98,229,229,1,5,NIT Example,0.657
S1378,Maharashtra,EWS,Other,None,86.26,193,193,1,7,State Tech University,0.564
S1379,Rajasthan,GEN,Female,None,71.58,202,202,1,7,State Tech University,0.605
S1380,Gujarat,ST,Male,None,57.02,176,176,1,5,State Tech University,0.486
S1381,Rajasthan,GEN,Male,None,57.78,135,135,2,10,Local Government College,0.5
S1382,Gujarat,ST,Female,None,74.3,204,204,2,6,NIT Example,0.544
S1383,Delhi,GEN,Female,None,76.65,248,248,5,5,NIT Example,0.744
S1384,Delhi,GEN,Female,None,55.37,168,168,2,8,Regional Engineering College,0.52
S1385,Tamil Nadu,GEN,Female,None,87.86,190,190,0,7,State Tech University,0.55
S1386,Uttar Pradesh,SC,Male,None,74.48,183,183,2,4,State Tech University,0.518
S1387,Maharashtra,SC,Male,None,81.03,188,188,1,4,State Tech University,0.541
S1388,Maharashtra,SC,Female,None,85.35,179,179,0,3,State Tech University,0.5
S1389,Haryana,GEN,Male,None,82.06,231,231,4,6,NIT Example,0.666
S1390,Gujarat,GEN,Female,None,76.31,187,187,3,5,State Tech University,0.536
S1391,Rajasthan,OBC,Male,None,91.53,263,263,3,6,IIT Example,0.782
S1392,Gujarat,OBC,Male,None,75.89,222,222,4,9,NIT Example,0.625
S1393,Karnataka,GEN,Male,None,99.0,272,272,1,6,IIT Example,0.823
S1394,Haryana,GEN,Female,None,84.14,239,239,1,9,NIT Example,0.703
S1395,Delhi,OBC,Female,Defence,70.9,197,207,4,10,State Tech University,0.627
S1396,Rajasthan,SC,Male,None,59.66,132,132,4,10,Regional Engineering College,0.356
S1397,Tamil Nadu,EWS,Female,None,75.66,184,184,3,6,State Tech University,0.523
S1398,Haryana,OBC,Female,TFW,59.44,138,138,1,8,Local Government College,0.514
S1399,Karnataka,OBC,Male,None,73.37,210,210,3,7,NIT Example,0.571
S1400,Maharashtra,OBC,Male,None,79.78,213,213,1,8,NIT Example,0.585
S1401,Delhi,GEN,Male,None,83.44,213,213,2,9,State Tech University,0.655
S1402,Maharashtra,ST,Male,None,77.8,184,184,2,5,State Tech University,0.523
S1403,Haryana,GEN,Female,None,77.16,182,182,1,3,State Tech University,0.514
S1404,Rajasthan,OBC,Male,None,70.86,137,137,1,8,Local Government College,0.509
S1405,Rajasthan,OBC,Female,None,64.57,194,194,1,5,State Tech University,0.568
S1406,Haryana,SC,Female,None,65.86,180,180,1,8,State Tech University,0.505
S1407,Karnataka,SC,Female,None,64.85,190,190,3,6,State Tech University,0.55
S1408,Rajasthan,GEN,Male,None,72.56,169,169,3,10,Regional Engineering College,0.525
S1409,Delhi,OBC,Female,None,65.12,162,162,3,7,Regional Engineering College,0.493
S1410,Karnataka,OBC,Male,TFW,60.94,127,127,0,3,Local Government College,0.464
S1411,Uttar Pradesh,SC,Female,None,88.08,214,214,3,5,NIT Example,0.589
S1412,Maharashtra,GEN,Male,None,74.8,211,211,2,10,State Tech University,0.645
S1413,Karnataka,SC,Female,None,90.93,291,291,1,3,IIT Example,0.909
S1414,Haryana,SC,Male,None,90.49,256,256,0,9,IIT Example,0.75
S1415,Maharashtra,SC,Male,None,65.72,149,149,0,4,Regional Engineering College,0.434
S1416,Karnataka,OBC,Male,None,66.39,163,163,0,4,Regional Engineering College,0.497
S1417,Tamil Nadu,GEN,Male,None,83.7,228,228,1,8,NIT Example,0.653
S1418,Tamil Nadu,GEN,Male,None,73.1,167,167,1,8,Regional Engineering College,0.515
S1419,Tamil Nadu,GEN,Male,None,76.72,221,221,1,4,NIT Example,0.621
S1420,Maharashtra,GEN,Female,None,93.95,228,228,3,10,NIT Example,0.653
S1421,Rajasthan,EWS,Male,None,64.39,170,170,1,9,Regional Engineering College,0.529
S1422,Karnataka,OBC,Male,None,79.05,198,198,1,3,State Tech University,0.586
S1423,Delhi,OBC,Female,None,94.1,266,266,3,5,IIT Example,0.795
S1424,Delhi,OBC,Male,None,74.27,174,174,4,6,State Tech University,0.477
S1425,Tamil Nadu,GEN,Other,None,86.78,242,242,2,9,NIT Example,0.716
S1426,Haryana,GEN,Female,Defence,57.83,138,148,1,7,Local Government College,0.559
S1427,Tamil Nadu,GEN,Female,None,68.37,150,150,1,7,Regional Engineering College,0.438
S1428,Rajasthan,EWS,Female,None,99.0,300,300,3,7,IIT Example,0.95
S1429,Maharashtra,GEN,Female,None,74.24,176,176,2,4,Regional Engineering College,0.556
S1430,Rajasthan,OBC,Female,None,68.95,193,193,1,7,State Tech University,0.564
S1431,Rajasthan,GEN,Female,None,61.97,153,153,3,8,Regional Engineering College,0.452
S1432,Delhi,EWS,Female,None,80.6,229,229,1,8,NIT Example,0.657
S1433,Gujarat,GEN,Female,None,77.32,225,225,1,5,NIT Example,0.639
S1434,Maharashtra,OBC,Male,None,69.52,212,212,3,5,NIT Example,0.58
S1435,Rajasthan,OBC,Female,None,84.5,191,191,0,9,State Tech University,0.555
S1436,Karnataka,SC,Female,None,72.4,164,164,2,3,State Tech University,0.432
S1437,Haryana,OBC,Male,None,82.91,204,204,2,8,State Tech University,0.614
S1438,Rajasthan,GEN,Female,None,81.45,227,227,2,3,NIT Example,0.648
S1439,Karnataka,OBC,Female,None,75.33,169,169,2,6,Regional Engineering College,0.525
S1440,Maharashtra,SC,Female,None,91.68,204,204,2,6,NIT Example,0.544
S1441,Karnataka,SC,Female,None,79.13,181,181,4,6,State Tech University,0.509
S1442,Uttar Pradesh,EWS,Female,None,67.8,179,179,4,10,State Tech University,0.5
S1443,Uttar Pradesh,GEN,Other,None,65.71,161,161,2,4,Regional Engineering College,0.488
S1444,Delhi,OBC,Female,None,85.92,218,218,2,5,NIT Example,0.607
S1445,Karnataka,OBC,Female,None,75.44,218,218,2,6,NIT Example,0.607
S1446,Delhi,GEN,Female,Defence,86.04,249,259,1,7,NIT Example,0.794
S1447,Haryana,GEN,Male,None,62.52,180,180,3,3,State Tech University,0.505
S1448,Gujarat,GEN,Other,None,81.07,221,221,2,10,NIT Example,0.621
S1449,Haryana,GEN,Female,NRI,66.33,163,123,1,6,Local Government College,0.445
S1450,Maharashtra,GEN,Male,None,85.57,220,220,0,3,NIT Example,0.616
S1451,Rajasthan,GEN,Male,None,86.51,253,253,0,3,NIT Example,0.766
S1452,Uttar Pradesh,EWS,Male,None,76.51,218,218,2,6,NIT Example,0.607
S1453,Uttar Pradesh,GEN,Male,None,74.18,193,193,3,4,State Tech University,0.564
S1454,Maharashtra,OBC,Female,None,88.22,247,247,2,8,NIT Example,0.739
S1455,Delhi,GEN,Male,TFW,74.94,219,219,3,3,State Tech University,0.682
S1456,Gujarat,OBC,Male,None,89.35,223,223,1,10,NIT Example,0.63
S1457,Karnataka,OBC,Female,None,68.55,206,206,2,3,State Tech University,0.623
S1458,Maharashtra,GEN,Female,None,73.63,193,193,2,5,State Tech University,0.564
S1459,Maharashtra,ST,Male,None,69.82,226,226,0,9,NIT Example,0.644
S1460,Karnataka,GEN,Male,None,73.28,186,186,4,9,State Tech University,0.532
S1461,Rajasthan,GEN,Female,None,73.61,151,151,2,3,Regional Engineering College,0.443
S1462,Haryana,GEN,Female,NRI,50.07,124,84,2,4,No Seat / Private Coaching,0.01
S1463,Gujarat,OBC,Female,None,93.88,229,229,3,8,NIT Example,0.657
S1464,Uttar Pradesh,GEN,Male,None,53.3,168,168,2,6,Regional Engineering College,0.52
S1465,Tamil Nadu,OBC,Male,None,71.89,182,182,4,10,State Tech University,0.514
S1466,Tamil Nadu,GEN,Female,None,99.0,222,222,3,7,NIT Example,0.625
S1467,Rajasthan,OBC,Female,None,71.92,153,153,4,5,Regional Engineering College,0.452
S1468,Tamil Nadu,OBC,Female,None,80.27,240,240,1,3,NIT Example,0.707
S1469,Tamil Nadu,GEN,Female,None,85.11,240,240,3,3,NIT Example,0.707
S1470,Rajasthan,GEN,Female,None,55.92,128,128,2,6,Local Government College,0.468
S1471,Karnataka,GEN,Female,None,53.0,144,144,1,10,Local Government College,0.541
S1472,Gujarat,SC,Female,None,59.51,177,177,0,7,State Tech University,0.491
S1473,Rajasthan,GEN,Male,NRI,70.61,196,156,4,3,Regional Engineering College,0.465
S1474,Haryana,GEN,Male,None,73.17,174,174,3,6,Regional Engineering College,0.547
S1475,Haryana,OBC,Male,None,86.59,259,259,2,8,IIT Example,0.764
S1476,Rajasthan,GEN,Male,Defence,80.9,204,214,1,8,State Tech University,0.659
S1477,Maharashtra,GEN,Male,None,90.63,239,239,0,7,NIT Example,0.703
S1478,Haryana,GEN,Female,None,81.87,191,191,2,3,State Tech University,0.555
S1479,Maharashtra,GEN,Male,None,67.46,109,109,2,7,Community College,0.532
S1480,Tamil Nadu,GEN,Female,None,67.45,221,221,2,3,NIT Example,0.621
S1481,Tamil Nadu,SC,Female,None,52.2,132,132,2,5,Regional Engineering College,0.356
S1482,Rajasthan,OBC,Female,None,69.72,166,166,4,6,Regional Engineering College,0.511
S1483,Delhi,OBC,Male,None,61.82,145,145,1,5,Regional Engineering College,0.415
S1484,Rajasthan,ST,Male,None,60.82,183,183,1,5,State Tech University,0.518
S1485,Uttar Pradesh,GEN,Male,None,70.43,151,151,3,9,Regional Engineering College,0.443
S1486,Uttar Pradesh,ST,Female,None,64.8,156,156,1,7,State Tech University,0.395
S1487,Tamil Nadu,GEN,Male,None,75.45,188,188,2,5,State Tech University,0.541
S1488,Haryana,GEN,Male,None,61.37,133,133,2,4,Local Government College,0.491
S1489,Tamil Nadu,OBC,Female,None,83.32,165,165,1,8,Regional Engineering College,0.506
S1490,Haryana,OBC,Male,None,83.44,279,279,1,10,IIT Example,0.855
S1491,Haryana,OBC,Female,None,79.83,240,240,0,3,NIT Example,0.707
S1492,Uttar Pradesh,GEN,Male,NRI,96.85,262,222,2,9,NIT Example,0.625
S1493,Uttar Pradesh,GEN,Female,None,86.97,255,255,0,8,NIT Example,0.775
S1494,Delhi,OBC,Male,None,54.07,117,117,2,10,Local Government College,0.418
S1495,Gujarat,GEN,Male,None,87.78,221,221,3,8,NIT Example,0.621
S1496,Rajasthan,OBC,Male,None,60.32,192,192,3,10,State Tech University,0.559
S1497,Gujarat,GEN,Male,None,76.75,181,181,3,7,State Tech University,0.509
S1498,Karnataka,GEN,Male,None,70.82,182,182,3,4,State Tech University,0.514
S1499,Delhi,ST,Male,None,88.44,237,237,1,3,IIT Example,0.664
S1500,Uttar Pradesh,GEN,Female,None,75.24,175,175,2,7,Regional Engineering College,0.552
S1501,Uttar Pradesh,OBC,Other,Defence,81.93,196,206,3,7,State Tech University,0.623
S1502,Maharashtra,SC,Male,None,80.81,223,223,2,9,NIT Example,0.63
S1503,Rajasthan,SC,Female,None,68.8,153,153,2,5,Regional Engineering College,0.452
S1504,Rajasthan,GEN,Female,None,56.35,185,185,4,6,State Tech University,0.527
S1505,Haryana,SC,Male,None,79.77,188,188,1,8,State Tech University,0.541
S1506,Uttar Pradesh,GEN,Female,None,73.7,219,219,4,10,State Tech University,0.682
S1507,Haryana,SC,Male,None,83.35,215,215,4,5,NIT Example,0.594
S1508,Delhi,EWS,Male,None,73.4,157,157,3,8,Regional Engineering College,0.47
S1509,Gujarat,GEN,Male,None,99.0,245,245,1,7,NIT Example,0.73
S1510,Gujarat,OBC,Female,None,76.91,228,228,1,5,NIT Example,0.653
S1511,Tamil Nadu,EWS,Other,None,78.04,158,158,0,9,Regional Engineering College,0.475
S1512,Rajasthan,GEN,Male,None,79.49,196,196,0,6,State Tech University,0.577
S1513,Haryana,GEN,Female,None,71.76,147,147,4,7,Local Government College,0.555
S1514,Karnataka,GEN,Female,None,50.59,100,100,3,10,Community College,0.491
S1515,Maharashtra,GEN,Male,Defence,79.82,171,181,2,7,State Tech University,0.509
S1516,Uttar Pradesh,GEN,Female,None,85.95,234,234,1,3,NIT Example,0.68
S1517,Gujarat,OBC,Male,NRI,65.28,174,134,1,9,Local Government College,0.495
S1518,Rajasthan,GEN,Male,None,83.18,240,240,4,10,NIT Example,0.707
S1519,Karnataka,GEN,Female,None,76.63,216,216,2,6,State Tech University,0.668
S1520,Delhi,GEN,Female,None,46.46,125,125,3,7,Local Government College,0.455
S1521,Uttar Pradesh,OBC,Female,None,79.48,243,243,1,3,NIT Example,0.721
S1522,Tamil Nadu,GEN,Female,None,56.18,157,157,1,6,Regional Engineering College,0.47
S1523,Gujarat,ST,Female,None,70.28,163,163,0,3,State Tech University,0.427
S1524,Karnataka,GEN,Female,None,71.69,177,177,1,7,Regional Engineering College,0.561
S1525,Rajasthan,OBC,Female,None,71.23,145,145,0,6,Regional Engineering College,0.415
S1526,Tamil Nadu,ST,Female,None,61.81,205,205,1,5,NIT Example,0.548
S1527,Karnataka,GEN,Female,None,63.26,209,209,1,5,State Tech University,0.636
S1528,Delhi,ST,Female,None,88.27,234,234,0,4,NIT Example,0.68
S1529,Uttar Pradesh,ST,Male,None,82.91,242,242,0,4,IIT Example,0.686
S1530,Gujarat,GEN,Male,None,68.46,223,223,1,8,NIT Example,0.63
S1531,Rajasthan,OBC,Male,None,59.77,193,193,4,10,State Tech University,0.564
S1532,Maharashtra,GEN,Female,None,70.13,142,142,2,9,Local Government College,0.532
S1533,Gujarat,SC,Female,None,66.36,149,149,1,3,Regional Engineering College,0.434
S1534,Delhi,GEN,Female,None,79.63,224,224,0,10,NIT Example,0.635
S1535,Haryana,OBC,Male,None,90.78,268,268,1,10,IIT Example,0.805
S1536,Tamil Nadu,OBC,Male,None,76.73,197,197,3,3,State Tech University,0.582
S1537,Karnataka,GEN,Male,None,56.12,147,147,2,5,Local Government College,0.555
S1538,Karnataka,OBC,Male,None,83.58,216,216,3,10,NIT Example,0.598
S1539,Gujarat,GEN,Female,NRI,68.81,155,115,1,6,Community College,0.559
S1540,Haryana,OBC,Female,None,80.68,192,192,0,4,State Tech University,0.559
S1541,Rajasthan,OBC,Male,None,84.29,223,223,1,3,NIT Example,0.63
S1542,Rajasthan,SC,Female,None,90.75,259,259,2,6,IIT Example,0.764
S1543,Uttar Pradesh,GEN,Male,Defence,89.29,228,238,2,8,NIT Example,0.698
S1544,Uttar Pradesh,OBC,Male,TFW,89.6,173,173,0,4,State Tech University,0.473
S1545,Tamil Nadu,SC,Male,None,92.55,233,233,3,8,NIT Example,0.675
S1546,Gujarat,OBC,Male,None,92.21,246,246,2,9,NIT Example,0.735
S1547,Rajasthan,GEN,Male,None,74.09,217,217,5,5,State Tech University,0.673
S1548,Maharashtra,GEN,Male,None,91.95,240,240,2,10,NIT Example,0.707
S1549,Uttar Pradesh,GEN,Female,None,62.46,206,206,2,8,State Tech University,0.623
S1550,Maharashtra,GEN,Male,None,91.87,250,250,2,10,NIT Example,0.753
S1551,Karnataka,OBC,Female,TFW,84.74,228,228,4,5,NIT Example,0.653
S1552,Delhi,EWS,Female,Defence,66.44,135,145,1,9,Regional Engineering College,0.415
S1553,Tamil Nadu,GEN,Female,NRI,82.92,205,165,0,8,Regional Engineering College,0.506
S1554,Haryana,GEN,Male,TFW,63.54,178,178,1,10,Regional Engineering College,0.565
S1555,Rajasthan,OBC,Female,None,85.73,203,203,2,3,State Tech University,0.609
S1556,Uttar Pradesh,GEN,Female,None,87.85,226,226,4,6,NIT Example,0.644
S1557,Rajasthan,SC,Female,None,84.84,215,215,3,8,NIT Example,0.594
S1558,Haryana,GEN,Male,None,99.0,264,264,3,3,IIT Example,0.786
S1559,Uttar Pradesh,ST,Female,TFW,48.39,96,96,2,8,Local Government College,0.323
S1560,Tamil Nadu,GEN,Female,None,72.42,213,213,2,9,State Tech University,0.655
S1561,Delhi,SC,Male,None,89.42,232,232,0,8,NIT Example,0.671
S1562,Uttar Pradesh,GEN,Male,TFW,56.71,165,165,3,6,Regional Engineering College,0.506
S1563,Uttar Pradesh,OBC,Male,None,55.55,126,126,4,10,Local Government College,0.459
S1564,Maharashtra,GEN,Female,TFW,71.61,216,216,1,3,State Tech University,0.668
S1565,Tamil Nadu,ST,Male,None,46.79,163,163,1,6,State Tech University,0.427
S1566,Uttar Pradesh,OBC,Male,None,64.08,183,183,1,5,State Tech University,0.518
S1567,Uttar Pradesh,GEN,Male,None,80.3,172,172,2,7,Regional Engineering College,0.538
S1568,Haryana,EWS,Male,NRI,69.37,170,130,3,10,Local Government College,0.477
S1569,Karnataka,EWS,Male,None,99.0,254,254,2,10,IIT Example,0.741
S1570,Haryana,GEN,Female,None,83.99,203,203,1,5,State Tech University,0.609
S1571,Haryana,GEN,Male,NRI,57.05,148,108,0,7,Community College,0.527
S1572,Tamil Nadu,OBC,Male,None,64.63,157,157,2,7,Regional Engineering College,0.47
S1573,Haryana,GEN,Female,None,79.63,177,177,2,8,Regional Engineering College,0.561
S1574,Tamil Nadu,OBC,Male,TFW,74.03,189,189,1,3,State Tech University,0.545
S1575,Maharashtra,SC,Female,None,60.02,176,176,0,9,State Tech University,0.486
S1576,Rajasthan,EWS,Female,None,99.0,268,268,5,10,IIT Example,0.805
S1577,Delhi,OBC,Female,None,61.55,141,141,1,3,Regional Engineering College,0.397
S1578,Karnataka,GEN,Female,None,75.27,238,238,0,9,NIT Example,0.698
S1579,Delhi,SC,Female,None,85.2,237,237,2,10,NIT Example,0.694
S1580,Gujarat,OBC,Female,TFW,98.2,261,261,3,6,IIT Example,0.773
S1581,Uttar Pradesh,OBC,Female,None,68.68,145,145,3,3,Regional Engineering College,0.415
S1582,Tamil Nadu,GEN,Male,None,58.83,130,130,1,7,Local Government College,0.477
S1583,Uttar Pradesh,OBC,Female,None,71.39,144,144,3,3,Regional Engineering College,0.411
S1584,Karnataka,SC,Female,TFW,77.16,180,180,2,9,State Tech University,0.505
S1585,Karnataka,OBC,Male,None,75.3,178,178,1,9,State Tech University,0.495
S1586,Delhi,OBC,Female,None,77.77,181,181,1,9,State Tech University,0.509
S1587,Delhi,SC,Female,TFW,70.06,195,195,1,4,State Tech University,0.573
S1588,Karnataka,OBC,Female,None,70.21,182,182,3,5,State Tech University,0.514
S1589,Delhi,SC,Female,None,81.87,227,227,0,7,NIT Example,0.648
S1590,Maharashtra,EWS,Female,None,61.03,149,149,1,4,Regional Engineering College,0.434
S1591,Rajasthan,OBC,Female,None,49.68,162,162,1,5,Regional Engineering College,0.493
S1592,Tamil Nadu,GEN,Female,None,66.76,202,202,1,5,State Tech University,0.605
S1593,Karnataka,OBC,Female,None,87.83,196,196,2,3,State Tech University,0.577
S1594,Tamil Nadu,SC,Male,Defence,70.09,188,198,2,9,State Tech University,0.586
S1595,Haryana,OBC,Female,NRI,80.19,190,150,2,5,Regional Engineering College,0.438
S1596,Karnataka,GEN,Male,None,62.04,161,161,2,8,Regional Engineering College,0.488
S1597,Maharashtra,OBC,Male,None,77.97,202,202,4,4,State Tech University,0.605
S1598,Maharashtra,GEN,Female,None,72.0,179,179,2,3,Regional Engineering College,0.57
S1599,Karnataka,GEN,Female,None,90.6,259,259,2,7,NIT Example,0.794
S1600,Haryana,OBC,Male,None,67.34,169,169,1,8,Regional Engineering College,0.525
S1601,Gujarat,EWS,Female,TFW,87.12,193,193,1,9,State Tech University,0.564
S1602,Rajasthan,OBC,Female,NRI,65.09,137,97,4,4,Community College,0.477
S1603,Maharashtra,OBC,Female,None,99.0,259,259,1,5,IIT Example,0.764
S1604,Maharashtra,OBC,Female,None,88.4,235,235,2,6,NIT Example,0.685
S1605,Gujarat,OBC,Female,NRI,77.76,205,165,2,9,Regional Engineering College,0.506
S1606,Uttar Pradesh,GEN,Female,TFW,74.3,213,213,0,8,State Tech University,0.655
S1607,Maharashtra,OBC,Female,Defence,72.76,238,248,0,8,NIT Example,0.744
S1608,Haryana,GEN,Female,None,97.94,283,283,4,4,IIT Example,0.873
S1609,Gujarat,GEN,Female,TFW,66.39,215,215,2,4,State Tech University,0.664
S1610,Rajasthan,GEN,Male,None,71.68,169,169,1,3,Regional Engineering College,0.525
S1611,Tamil Nadu,OBC,Male,None,58.17,203,203,0,10,State Tech University,0.609
S1612,Tamil Nadu,ST,Female,None,86.94,211,211,3,6,NIT Example,0.575
S1613,Uttar Pradesh,GEN,Female,None,71.6,173,173,3,4,Regional Engineering College,0.543
S1614,Karnataka,GEN,Female,None,70.02,161,161,1,8,Regional Engineering College,0.488
S1615,Rajasthan,SC,Male,None,73.07,203,203,5,10,NIT Example,0.539
S1616,Karnataka,OBC,Female,None,85.45,274,274,4,10,IIT Example,0.832
S1617,Karnataka,SC,Male,None,74.58,172,172,3,4,State Tech University,0.468
S1618,Gujarat,GEN,Female,None,68.32,178,178,2,9,Regional Engineering College,0.565
S1619,Rajasthan,SC,Male,None,94.46,286,286,1,4,IIT Example,0.886
S1620,Karnataka,GEN,Female,TFW,74.33,199,199,1,4,State Tech University,0.591
S1621,Gujarat,GEN,Male,None,87.56,267,267,1,3,IIT Example,0.8
S1622,Delhi,GEN,Female,None,72.08,209,209,2,9,State Tech University,0.636
S1623,Gujarat,SC,Female,TFW,84.2,208,208,3,5,NIT Example,0.562
S1624,Uttar Pradesh,GEN,Male,NRI,84.58,206,166,0,8,Regional Engineering College,0.511
S1625,Tamil Nadu,SC,Male,None,52.09,154,154,3,10,Regional Engineering College,0.456
S1626,Tamil Nadu,OBC,Male,None,69.61,197,197,2,3,State Tech University,0.582
S1627,Gujarat,GEN,Other,None,98.44,273,273,3,10,IIT Example,0.827
S1628,Uttar Pradesh,OBC,Female,None,77.83,178,178,1,8,State Tech University,0.495
S1629,Tamil Nadu,SC,Male,None,94.27,193,193,3,6,State Tech University,0.564
S1630,Maharashtra,ST,Female,NRI,83.78,249,209,2,9,NIT Example,0.566
S1631,Delhi,EWS,Female,None,63.79,202,202,3,3,State Tech University,0.605
S1632,Rajasthan,GEN,Female,Defence,67.84,148,158,2,9,Regional Engineering College,0.475
S1633,Rajasthan,GEN,Female,None,75.64,218,218,3,6,State Tech University,0.677
S1634,Rajasthan,GEN,Male,None,83.1,173,173,2,3,Regional Engineering College,0.543
S1635,Delhi,OBC,Male,None,66.6,167,167,0,10,Regional Engineering College,0.515
S1636,Delhi,ST,Male,None,72.36,184,184,0,6,State Tech University,0.523
